Date,State,District,Mandi,Commodity,Variety,Min Price,Max Price,Modal Price,Unit,Arrival Quantity,Grade,Market Fee (%),Trader Count
2024-05-20,Gujarat,Vadodara,Wholesale Yard,Tomato,Hybrid,820,1218,1037.0,Quintal,96.0,A,2.61,7
2024-03-31,Maharashtra,Nashik,Sub Mandi,Sugarcane,CO 86032,949,1083,1049.0,Quintal,44.03,A,1.78,15
2024-05-24,Punjab,Ludhiana,Agro Market,Onion,Red,985,1128,1074.5,Quintal,70.58,C,2.23,3
2024-03-17,Punjab,Amritsar,Wholesale Yard,Tomato,Desi,888,1278,1063.0,Quintal,48.63,B,2.8,2
2024-01-30,Maharashtra,Pune,Agro Market,Potato,Chipsona,825,1207,970.0,Quintal,54.8,A,1.23,14
2024-02-23,Maharashtra,Nagpur,Sub Mandi,Rice,Sona Masoori,1063,1276,1151.5,Quintal,96.63,A,2.21,2
2024-06-09,Maharashtra,Pune,Sub Mandi,Onion,Pink,1082,1222,1129.0,Quintal,78.45,A,2.66,10
2024-04-11,Punjab,Amritsar,Sub Mandi,Rice,Sona Masoori,1005,1197,1139.0,Quintal,20.63,C,2.37,3
2024-02-01,Uttar Pradesh,Varanasi,Wholesale Yard,Onion,White,932,1113,1058.5,Quintal,17.36,A,2.35,5
2024-05-22,Gujarat,Surat,Wholesale Yard,Tomato,Hybrid,905,1112,997.5,Quintal,70.58,C,2.81,8
2024-05-06,Gujarat,Ahmedabad,Agro Market,Potato,Kufri Jyoti,899,1172,1063.5,Quintal,38.01,C,1.18,8
2024-04-14,Karnataka,Hubli,Main Mandi,Wheat,Durum,1010,1261,1103.5,Quintal,62.29,A,1.4,9
2024-06-19,Maharashtra,Nashik,Main Mandi,Maize,White,1105,1242,1147.5,Quintal,9.35,B,2.14,4
2024-01-23,Karnataka,Hubli,Main Mandi,Rice,Basmati,1108,1253,1213.5,Quintal,99.58,B,2.44,7
2024-01-17,Uttar Pradesh,Lucknow,Wholesale Yard,Onion,Pink,961,1329,1120.0,Quintal,56.39,C,1.44,12
2024-05-02,Punjab,Amritsar,Agro Market,Sugarcane,CO 86032,927,1084,960.5,Quintal,57.81,A,2.26,14
2024-01-30,Karnataka,Bangalore,Main Mandi,Onion,White,867,998,925.5,Quintal,48.02,C,1.96,12
2024-03-16,Uttar Pradesh,Lucknow,Wholesale Yard,Tomato,Hybrid,1054,1444,1220.0,Quintal,47.5,A,2.19,13
2024-04-23,Uttar Pradesh,Lucknow,Main Mandi,Maize,Yellow,989,1297,1100.0,Quintal,12.37,B,2.38,2
2024-05-06,Punjab,Ludhiana,Sub Mandi,Wheat,Lokwan,1027,1415,1227.0,Quintal,84.46,B,2.83,6
2024-06-23,Karnataka,Mysore,Agro Market,Tomato,Hybrid,1051,1280,1157.5,Quintal,9.71,B,2.83,3
2024-04-02,Punjab,Amritsar,Main Mandi,Maize,White,940,1138,1074.0,Quintal,36.9,B,1.43,10
2024-05-31,Punjab,Amritsar,Main Mandi,Onion,Red,817,1161,1039.0,Quintal,32.37,C,2.46,2
2024-01-26,Punjab,Ludhiana,Agro Market,Rice,Basmati,1112,1386,1258.0,Quintal,23.34,C,2.01,4
2024-05-24,Maharashtra,Nagpur,Wholesale Yard,Maize,White,1167,1470,1315.5,Quintal,16.06,C,1.97,6
2024-04-21,Maharashtra,Pune,Sub Mandi,Wheat,Durum,807,1151,947.0,Quintal,44.46,C,1.55,15
2024-02-09,Punjab,Amritsar,Agro Market,Rice,Kolam,1132,1278,1218.0,Quintal,60.76,C,2.75,5
2024-05-28,Uttar Pradesh,Lucknow,Sub Mandi,Rice,Kolam,925,1092,967.5,Quintal,75.49,C,1.86,10
2024-04-09,Karnataka,Mysore,Main Mandi,Onion,Red,1196,1532,1315.0,Quintal,18.87,B,2.19,15
2024-02-08,Maharashtra,Nagpur,Wholesale Yard,Potato,Kufri Jyoti,956,1083,1054.5,Quintal,56.84,A,2.02,6
2024-04-30,Uttar Pradesh,Lucknow,Main Mandi,Tomato,Hybrid,866,1252,1035.0,Quintal,60.66,B,1.72,9
2024-01-23,Karnataka,Mysore,Agro Market,Rice,Kolam,954,1109,1024.5,Quintal,22.51,C,2.77,2
2024-01-30,Karnataka,Mysore,Main Mandi,Potato,Kufri Jyoti,943,1332,1128.5,Quintal,13.54,C,1.62,3
2024-05-08,Maharashtra,Nagpur,Wholesale Yard,Tomato,Desi,1158,1300,1208.0,Quintal,97.83,A,2.18,8
2024-01-24,Gujarat,Ahmedabad,Wholesale Yard,Tomato,Desi,1123,1409,1259.0,Quintal,54.27,A,1.32,9
2024-05-30,Karnataka,Bangalore,Sub Mandi,Maize,Yellow,1134,1423,1309.5,Quintal,32.15,C,1.68,8
2024-03-19,Uttar Pradesh,Varanasi,Wholesale Yard,Sugarcane,CO 0238,912,1154,991.0,Quintal,41.04,B,2.71,13
2024-03-26,Karnataka,Bangalore,Agro Market,Potato,Chipsona,817,1139,997.0,Quintal,80.37,C,1.67,2
2024-05-19,Maharashtra,Nagpur,Agro Market,Sugarcane,CO 86032,891,1035,951.0,Quintal,42.72,B,2.71,10
2024-06-21,Karnataka,Mysore,Sub Mandi,Onion,Pink,1061,1434,1291.5,Quintal,56.83,A,2.97,13
2024-05-26,Uttar Pradesh,Lucknow,Wholesale Yard,Wheat,Durum,849,1068,939.5,Quintal,14.16,C,1.73,7
2024-04-10,Punjab,Patiala,Wholesale Yard,Tomato,Desi,1004,1274,1171.0,Quintal,5.12,A,2.34,8
2024-04-21,Punjab,Ludhiana,Agro Market,Rice,Basmati,1071,1357,1208.0,Quintal,81.78,C,1.98,14
2024-01-08,Uttar Pradesh,Lucknow,Wholesale Yard,Sugarcane,CO 86032,1185,1531,1388.0,Quintal,7.54,B,1.43,7
2024-04-13,Uttar Pradesh,Kanpur,Wholesale Yard,Wheat,Sharbati,944,1340,1144.0,Quintal,67.04,C,1.79,15
2024-01-07,Gujarat,Surat,Main Mandi,Onion,Pink,1165,1381,1256.0,Quintal,88.74,C,1.77,6
2024-03-03,Punjab,Ludhiana,Wholesale Yard,Sugarcane,CO 0238,1038,1186,1128.0,Quintal,65.55,B,1.44,9
2024-06-26,Punjab,Ludhiana,Main Mandi,Rice,Kolam,968,1075,998.5,Quintal,45.65,A,1.97,8
2024-01-06,Maharashtra,Nashik,Agro Market,Onion,White,860,1026,901.0,Quintal,45.05,C,1.02,14
2024-06-06,Maharashtra,Nashik,Agro Market,Wheat,Lokwan,893,1063,942.0,Quintal,28.01,B,1.32,6
2024-04-16,Punjab,Ludhiana,Sub Mandi,Wheat,Sharbati,932,1178,1103.0,Quintal,18.97,C,1.64,5
2024-02-08,Maharashtra,Nagpur,Sub Mandi,Tomato,Desi,1161,1456,1314.5,Quintal,41.55,A,2.23,9
2024-05-20,Karnataka,Bangalore,Sub Mandi,Potato,Kufri Jyoti,856,1222,1079.0,Quintal,52.53,A,1.99,4
2024-04-27,Punjab,Amritsar,Sub Mandi,Potato,Kufri Jyoti,846,1211,1070.5,Quintal,85.88,C,1.34,5
2024-05-08,Uttar Pradesh,Kanpur,Agro Market,Onion,White,1105,1394,1241.5,Quintal,87.3,A,2.98,10
2024-04-24,Punjab,Ludhiana,Agro Market,Potato,Kufri Jyoti,904,1257,1037.5,Quintal,25.23,A,1.52,9
2024-05-26,Uttar Pradesh,Lucknow,Wholesale Yard,Rice,Kolam,1170,1413,1279.5,Quintal,50.78,A,2.04,10
2024-02-20,Uttar Pradesh,Kanpur,Main Mandi,Tomato,Desi,874,1125,1021.5,Quintal,94.02,C,1.63,10
2024-03-13,Punjab,Ludhiana,Main Mandi,Sugarcane,CO 86032,864,992,892.0,Quintal,58.34,C,1.75,13
2024-04-24,Uttar Pradesh,Kanpur,Sub Mandi,Tomato,Hybrid,822,1082,931.0,Quintal,20.23,C,1.13,2
2024-06-16,Karnataka,Bangalore,Wholesale Yard,Tomato,Desi,1155,1374,1269.5,Quintal,81.88,A,1.63,7
2024-03-15,Punjab,Patiala,Wholesale Yard,Tomato,Hybrid,1016,1231,1142.5,Quintal,15.65,B,1.4,2
2024-04-22,Maharashtra,Nashik,Sub Mandi,Potato,Kufri Jyoti,1137,1452,1270.5,Quintal,31.21,B,1.51,8
2024-01-11,Maharashtra,Nashik,Agro Market,Rice,Sona Masoori,811,1157,958.0,Quintal,42.55,B,1.33,5
2024-05-11,Gujarat,Surat,Wholesale Yard,Sugarcane,CO 0238,968,1338,1144.0,Quintal,17.55,C,1.79,15
2024-03-05,Punjab,Amritsar,Wholesale Yard,Onion,White,1044,1425,1217.5,Quintal,91.62,C,2.75,15
2024-03-29,Gujarat,Ahmedabad,Wholesale Yard,Rice,Basmati,832,1107,942.5,Quintal,14.44,A,2.77,8
2024-05-06,Gujarat,Vadodara,Wholesale Yard,Potato,Chipsona,899,1028,961.5,Quintal,82.71,B,2.31,5
2024-04-09,Karnataka,Hubli,Agro Market,Onion,Pink,1048,1156,1139.0,Quintal,36.2,B,1.98,6
2024-06-23,Karnataka,Mysore,Sub Mandi,Onion,White,993,1271,1097.0,Quintal,6.56,B,1.26,14
2024-05-04,Uttar Pradesh,Varanasi,Sub Mandi,Maize,Yellow,933,1156,1064.5,Quintal,57.96,A,2.4,14
2024-05-10,Gujarat,Vadodara,Agro Market,Onion,Pink,1173,1567,1344.0,Quintal,8.54,A,1.81,12
2024-01-14,Karnataka,Mysore,Agro Market,Onion,Red,1186,1412,1292.0,Quintal,23.9,A,1.69,5
2024-01-22,Punjab,Patiala,Sub Mandi,Onion,White,1039,1363,1210.0,Quintal,57.6,B,1.42,4
2024-02-20,Karnataka,Hubli,Agro Market,Sugarcane,CO 86032,990,1293,1131.5,Quintal,5.24,A,1.91,11
2024-02-25,Uttar Pradesh,Varanasi,Sub Mandi,Sugarcane,CO 0238,812,1020,922.0,Quintal,21.93,C,1.92,9
2024-03-10,Gujarat,Ahmedabad,Agro Market,Onion,White,1148,1376,1239.0,Quintal,29.38,A,2.69,11
2024-03-22,Gujarat,Ahmedabad,Main Mandi,Onion,Pink,1092,1220,1173.0,Quintal,23.09,A,2.82,2
2024-05-27,Punjab,Amritsar,Sub Mandi,Tomato,Hybrid,866,1001,968.5,Quintal,6.45,B,2.01,11
2024-01-25,Punjab,Amritsar,Wholesale Yard,Potato,Chipsona,976,1226,1061.0,Quintal,18.4,B,2.82,13
2024-06-19,Gujarat,Surat,Main Mandi,Wheat,Durum,993,1165,1052.0,Quintal,48.92,B,1.6,14
2024-05-10,Punjab,Patiala,Wholesale Yard,Wheat,Sharbati,1014,1177,1086.5,Quintal,84.92,B,1.89,10
2024-02-28,Maharashtra,Nagpur,Main Mandi,Rice,Basmati,1173,1421,1263.0,Quintal,43.79,A,1.59,3
2024-03-14,Punjab,Patiala,Wholesale Yard,Sugarcane,CO 0238,1112,1345,1275.5,Quintal,47.69,C,2.8,2
2024-01-28,Gujarat,Ahmedabad,Agro Market,Onion,Pink,1039,1208,1101.5,Quintal,54.68,C,1.72,14
2024-01-25,Punjab,Ludhiana,Wholesale Yard,Onion,Red,859,1038,939.5,Quintal,52.99,A,2.37,14
2024-02-17,Maharashtra,Pune,Wholesale Yard,Potato,Kufri Jyoti,1098,1392,1238.0,Quintal,10.8,B,2.35,6
2024-06-29,Maharashtra,Nashik,Main Mandi,Potato,Chipsona,876,1111,1010.5,Quintal,38.84,C,1.31,13
2024-04-16,Maharashtra,Nashik,Agro Market,Onion,White,1187,1358,1262.5,Quintal,96.8,B,2.73,4
2024-05-06,Karnataka,Mysore,Wholesale Yard,Maize,White,878,991,910.5,Quintal,43.9,B,2.31,10
2024-05-31,Karnataka,Hubli,Wholesale Yard,Sugarcane,CO 0238,940,1238,1060.0,Quintal,69.6,C,2.09,3
2024-01-28,Maharashtra,Nashik,Agro Market,Maize,Yellow,940,1114,1045.0,Quintal,28.84,B,2.82,12
2024-06-09,Maharashtra,Nashik,Agro Market,Onion,White,827,971,850.0,Quintal,47.55,A,2.29,6
2024-02-02,Gujarat,Surat,Sub Mandi,Potato,Kufri Jyoti,1008,1375,1231.5,Quintal,23.32,A,1.19,13
2024-06-19,Uttar Pradesh,Varanasi,Wholesale Yard,Sugarcane,CO 86032,1065,1265,1212.0,Quintal,38.72,B,2.4,6
2024-01-10,Punjab,Ludhiana,Main Mandi,Onion,Red,898,1237,1088.5,Quintal,36.5,B,2.83,12
2024-01-27,Karnataka,Mysore,Main Mandi,Onion,Red,883,1129,956.0,Quintal,91.27,A,2.07,9
2024-03-29,Gujarat,Ahmedabad,Wholesale Yard,Rice,Sona Masoori,1067,1439,1275.0,Quintal,28.64,B,1.15,12
2024-06-13,Maharashtra,Nashik,Agro Market,Maize,Yellow,939,1111,1047.0,Quintal,99.9,C,1.51,4
2024-02-14,Karnataka,Mysore,Sub Mandi,Potato,Kufri Jyoti,1097,1231,1149.0,Quintal,59.49,B,2.89,9
2024-05-15,Maharashtra,Pune,Sub Mandi,Onion,White,1149,1446,1317.5,Quintal,77.18,C,1.27,3
2024-04-22,Uttar Pradesh,Kanpur,Agro Market,Rice,Basmati,1002,1328,1128.0,Quintal,86.97,A,2.87,3
2024-01-12,Gujarat,Ahmedabad,Agro Market,Tomato,Desi,865,1101,984.0,Quintal,24.25,A,2.99,3
2024-05-01,Uttar Pradesh,Kanpur,Sub Mandi,Rice,Basmati,1188,1359,1242.5,Quintal,58.36,B,1.68,14
2024-04-20,Uttar Pradesh,Varanasi,Wholesale Yard,Wheat,Lokwan,1168,1431,1340.5,Quintal,26.93,B,2.56,4
2024-01-19,Gujarat,Surat,Main Mandi,Maize,White,865,1082,1013.5,Quintal,44.89,C,2.61,5
2024-01-27,Karnataka,Mysore,Wholesale Yard,Rice,Kolam,942,1290,1139.0,Quintal,33.01,A,1.77,7
2024-04-12,Uttar Pradesh,Kanpur,Agro Market,Sugarcane,CO 86032,881,1178,1044.5,Quintal,82.82,C,2.24,14
2024-05-25,Karnataka,Bangalore,Wholesale Yard,Potato,Kufri Jyoti,1009,1117,1042.0,Quintal,62.06,B,1.23,7
2024-06-23,Uttar Pradesh,Kanpur,Agro Market,Wheat,Durum,938,1117,1036.5,Quintal,96.11,C,1.99,15
2024-04-01,Karnataka,Bangalore,Sub Mandi,Wheat,Durum,1070,1469,1275.5,Quintal,71.81,C,1.13,11
2024-02-13,Punjab,Patiala,Agro Market,Tomato,Hybrid,965,1224,1083.5,Quintal,36.14,A,2.91,6
2024-03-01,Gujarat,Surat,Sub Mandi,Rice,Basmati,1000,1288,1107.0,Quintal,61.9,C,2.16,2
2024-03-19,Maharashtra,Nagpur,Sub Mandi,Rice,Basmati,1120,1477,1258.5,Quintal,93.34,C,1.88,9
2024-06-03,Maharashtra,Nashik,Wholesale Yard,Onion,White,1055,1207,1106.0,Quintal,97.83,A,1.21,13
2024-05-29,Gujarat,Vadodara,Agro Market,Potato,Kufri Jyoti,864,1148,1007.0,Quintal,36.15,C,1.4,6
2024-06-28,Maharashtra,Nashik,Sub Mandi,Rice,Sona Masoori,944,1113,995.5,Quintal,22.35,C,1.69,2
2024-05-31,Punjab,Amritsar,Main Mandi,Tomato,Desi,1048,1388,1187.0,Quintal,64.16,C,2.54,3
2024-01-28,Karnataka,Bangalore,Main Mandi,Onion,White,915,1225,1077.0,Quintal,42.5,A,2.6,9
2024-01-30,Karnataka,Hubli,Sub Mandi,Onion,White,1144,1278,1170.0,Quintal,6.04,B,1.89,9
2024-05-22,Maharashtra,Nagpur,Main Mandi,Potato,Chipsona,843,1048,931.5,Quintal,87.06,C,1.37,2
2024-05-12,Gujarat,Vadodara,Wholesale Yard,Rice,Basmati,1146,1543,1391.5,Quintal,84.38,C,1.92,4
2024-06-15,Uttar Pradesh,Kanpur,Sub Mandi,Tomato,Hybrid,1088,1254,1127.0,Quintal,39.12,A,2.26,9
2024-02-27,Uttar Pradesh,Kanpur,Main Mandi,Tomato,Hybrid,962,1351,1118.5,Quintal,33.31,A,1.19,4
2024-03-27,Punjab,Patiala,Main Mandi,Rice,Kolam,1059,1241,1146.0,Quintal,21.66,A,1.88,14
2024-01-03,Karnataka,Bangalore,Wholesale Yard,Potato,Chipsona,910,1230,1079.0,Quintal,8.7,C,2.75,5
2024-03-14,Uttar Pradesh,Kanpur,Agro Market,Potato,Kufri Jyoti,1110,1466,1258.0,Quintal,7.53,C,1.4,9
2024-05-02,Punjab,Ludhiana,Agro Market,Maize,White,1152,1458,1256.0,Quintal,55.44,C,2.88,15
2024-03-18,Gujarat,Surat,Agro Market,Maize,White,988,1275,1155.5,Quintal,14.78,A,1.14,2
2024-02-17,Uttar Pradesh,Varanasi,Agro Market,Maize,White,983,1089,1062.0,Quintal,76.76,A,2.86,9
2024-05-17,Punjab,Amritsar,Main Mandi,Wheat,Durum,1105,1414,1223.5,Quintal,67.09,A,2.16,14
2024-04-30,Gujarat,Ahmedabad,Main Mandi,Sugarcane,CO 0238,1088,1309,1195.5,Quintal,33.61,B,1.47,8
2024-01-25,Uttar Pradesh,Varanasi,Main Mandi,Sugarcane,CO 0238,828,946,931.0,Quintal,60.7,B,2.55,4
2024-06-04,Gujarat,Vadodara,Sub Mandi,Potato,Chipsona,1120,1234,1164.0,Quintal,92.38,C,2.82,2
2024-05-21,Maharashtra,Nagpur,Sub Mandi,Sugarcane,CO 0238,1002,1258,1149.0,Quintal,62.79,B,2.09,10
2024-01-10,Gujarat,Surat,Main Mandi,Wheat,Sharbati,1131,1446,1287.5,Quintal,71.82,A,1.95,12
2024-02-22,Maharashtra,Nagpur,Main Mandi,Rice,Kolam,1093,1332,1241.5,Quintal,53.23,A,1.61,11
2024-03-15,Gujarat,Ahmedabad,Main Mandi,Wheat,Durum,1036,1303,1168.5,Quintal,5.95,B,1.16,4
2024-03-12,Maharashtra,Pune,Wholesale Yard,Maize,White,887,1040,963.5,Quintal,91.07,A,2.32,14
2024-03-18,Uttar Pradesh,Lucknow,Sub Mandi,Onion,Red,1086,1426,1240.0,Quintal,41.15,B,1.46,11
2024-06-12,Maharashtra,Nashik,Sub Mandi,Potato,Chipsona,1137,1449,1253.0,Quintal,92.92,A,2.16,9
2024-01-10,Karnataka,Mysore,Sub Mandi,Potato,Kufri Jyoti,1196,1544,1407.0,Quintal,51.31,C,1.2,5
2024-03-28,Maharashtra,Nagpur,Main Mandi,Tomato,Hybrid,813,1034,893.5,Quintal,10.18,C,1.18,3
2024-06-01,Maharashtra,Nashik,Main Mandi,Tomato,Desi,1023,1407,1253.0,Quintal,54.89,B,1.33,12
2024-01-09,Gujarat,Ahmedabad,Wholesale Yard,Sugarcane,CO 0238,963,1334,1133.5,Quintal,59.62,B,1.94,12
2024-02-01,Uttar Pradesh,Lucknow,Main Mandi,Onion,Pink,1001,1271,1162.0,Quintal,64.72,B,1.5,4
2024-04-17,Uttar Pradesh,Varanasi,Agro Market,Sugarcane,CO 0238,914,1130,1006.0,Quintal,47.29,B,2.03,12
2024-04-12,Punjab,Patiala,Wholesale Yard,Maize,White,847,1139,960.0,Quintal,6.23,B,1.13,12
2024-02-26,Gujarat,Vadodara,Wholesale Yard,Wheat,Sharbati,1065,1388,1258.5,Quintal,24.73,C,2.98,7
2024-05-23,Punjab,Ludhiana,Main Mandi,Potato,Chipsona,938,1289,1065.5,Quintal,31.45,A,2.09,2
2024-01-03,Uttar Pradesh,Kanpur,Sub Mandi,Tomato,Hybrid,836,1196,1037.0,Quintal,26.57,B,2.8,5
2024-05-13,Punjab,Amritsar,Main Mandi,Wheat,Durum,1034,1280,1117.0,Quintal,11.78,C,1.32,5
2024-01-03,Maharashtra,Nagpur,Sub Mandi,Rice,Sona Masoori,1115,1255,1218.0,Quintal,95.63,C,2.92,2
2024-03-13,Punjab,Amritsar,Main Mandi,Potato,Kufri Jyoti,1020,1300,1146.0,Quintal,10.49,C,1.73,3
2024-01-28,Uttar Pradesh,Kanpur,Main Mandi,Rice,Basmati,996,1300,1106.0,Quintal,86.15,B,1.84,9
2024-01-17,Maharashtra,Nashik,Wholesale Yard,Maize,White,844,1147,1014.5,Quintal,93.7,A,1.33,10
2024-01-14,Punjab,Ludhiana,Sub Mandi,Tomato,Hybrid,993,1371,1157.0,Quintal,55.14,B,1.6,2
2024-05-20,Uttar Pradesh,Kanpur,Wholesale Yard,Maize,Yellow,1009,1371,1184.0,Quintal,23.66,A,2.67,4
2024-06-14,Uttar Pradesh,Lucknow,Main Mandi,Maize,White,1184,1394,1336.0,Quintal,40.03,C,2.38,8
2024-03-10,Punjab,Patiala,Wholesale Yard,Potato,Chipsona,911,1018,946.5,Quintal,39.34,B,1.7,2
2024-03-06,Karnataka,Bangalore,Wholesale Yard,Tomato,Desi,1178,1336,1272.0,Quintal,82.64,B,2.5,7
2024-01-13,Punjab,Amritsar,Wholesale Yard,Rice,Sona Masoori,1130,1303,1187.5,Quintal,65.78,B,1.59,15
2024-01-28,Punjab,Patiala,Wholesale Yard,Tomato,Hybrid,1069,1340,1200.5,Quintal,59.63,C,1.6,2
2024-02-07,Maharashtra,Nagpur,Wholesale Yard,Sugarcane,CO 0238,1176,1551,1344.5,Quintal,82.24,A,2.87,11
2024-06-24,Gujarat,Vadodara,Wholesale Yard,Wheat,Lokwan,924,1225,1100.5,Quintal,15.26,A,2.2,11
2024-05-16,Punjab,Amritsar,Wholesale Yard,Sugarcane,CO 0238,1032,1321,1223.5,Quintal,60.42,B,2.26,7
2024-01-21,Punjab,Patiala,Sub Mandi,Onion,Pink,1123,1503,1273.0,Quintal,10.94,A,2.78,15
2024-01-27,Gujarat,Vadodara,Sub Mandi,Wheat,Sharbati,1058,1424,1268.0,Quintal,23.68,B,2.07,14
2024-02-11,Maharashtra,Pune,Main Mandi,Onion,Pink,992,1166,1044.0,Quintal,30.87,B,1.88,10
2024-04-11,Maharashtra,Pune,Agro Market,Sugarcane,CO 0238,967,1189,1108.0,Quintal,92.6,A,2.58,7
2024-02-14,Karnataka,Hubli,Agro Market,Potato,Kufri Jyoti,951,1246,1140.5,Quintal,55.86,B,2.44,15
2024-01-29,Uttar Pradesh,Lucknow,Agro Market,Wheat,Lokwan,932,1200,1093.0,Quintal,60.85,B,2.32,7
2024-01-09,Uttar Pradesh,Varanasi,Main Mandi,Tomato,Hybrid,1180,1453,1280.5,Quintal,88.25,C,1.13,8
2024-05-01,Uttar Pradesh,Varanasi,Main Mandi,Potato,Chipsona,1077,1285,1216.0,Quintal,29.63,B,1.42,10
2024-03-11,Uttar Pradesh,Kanpur,Wholesale Yard,Potato,Chipsona,1165,1447,1352.0,Quintal,13.67,A,1.03,5
2024-05-19,Punjab,Ludhiana,Wholesale Yard,Tomato,Desi,861,961,940.0,Quintal,75.78,C,1.97,3
2024-01-26,Gujarat,Vadodara,Wholesale Yard,Onion,Red,955,1267,1107.0,Quintal,43.82,C,2.6,9
2024-02-28,Karnataka,Hubli,Main Mandi,Onion,Red,949,1115,1060.0,Quintal,72.07,B,2.32,12
2024-06-22,Karnataka,Hubli,Agro Market,Potato,Kufri Jyoti,859,991,933.0,Quintal,33.64,A,2.46,9
2024-05-10,Maharashtra,Nagpur,Agro Market,Tomato,Desi,844,1127,1029.5,Quintal,45.96,C,1.4,13
2024-06-03,Maharashtra,Pune,Sub Mandi,Potato,Chipsona,1010,1387,1150.5,Quintal,98.57,A,2.67,3
2024-03-23,Karnataka,Hubli,Sub Mandi,Onion,Red,1082,1200,1187.0,Quintal,86.54,B,2.88,13
2024-01-10,Uttar Pradesh,Kanpur,Agro Market,Tomato,Desi,1085,1297,1203.0,Quintal,10.13,A,1.81,11
2024-03-30,Punjab,Patiala,Main Mandi,Wheat,Lokwan,814,1058,907.0,Quintal,8.67,C,2.04,6
2024-06-12,Karnataka,Hubli,Agro Market,Tomato,Hybrid,1021,1220,1165.5,Quintal,34.91,A,1.81,11
2024-04-08,Punjab,Patiala,Main Mandi,Onion,Red,883,1165,975.0,Quintal,5.61,B,1.29,15
2024-05-14,Maharashtra,Pune,Wholesale Yard,Maize,Yellow,906,1111,1058.5,Quintal,93.14,B,2.47,11
2024-01-26,Uttar Pradesh,Kanpur,Sub Mandi,Potato,Kufri Jyoti,825,1206,1057.5,Quintal,99.92,C,1.67,7
2024-02-21,Karnataka,Bangalore,Sub Mandi,Tomato,Hybrid,1116,1512,1300.0,Quintal,46.87,A,1.77,10
2024-02-10,Gujarat,Vadodara,Agro Market,Tomato,Hybrid,807,1058,896.5,Quintal,84.29,A,1.55,2
2024-02-28,Karnataka,Bangalore,Main Mandi,Maize,Yellow,1024,1303,1190.5,Quintal,42.95,A,2.17,2
2024-02-18,Gujarat,Ahmedabad,Main Mandi,Tomato,Desi,1156,1499,1366.5,Quintal,60.76,C,1.1,6
2024-04-13,Punjab,Ludhiana,Main Mandi,Onion,Pink,833,1091,914.0,Quintal,44.23,B,1.13,3
2024-03-19,Punjab,Ludhiana,Sub Mandi,Rice,Kolam,842,1216,986.0,Quintal,19.36,A,2.54,5
2024-01-17,Karnataka,Hubli,Main Mandi,Rice,Basmati,811,983,882.0,Quintal,29.35,A,2.68,4
2024-02-26,Uttar Pradesh,Lucknow,Main Mandi,Wheat,Durum,1102,1207,1143.5,Quintal,48.39,A,2.73,12
2024-04-11,Punjab,Patiala,Main Mandi,Onion,Red,1124,1376,1245.0,Quintal,47.09,C,1.1,15
2024-03-03,Maharashtra,Nagpur,Main Mandi,Maize,White,963,1162,1060.5,Quintal,13.09,C,1.93,9
2024-04-27,Gujarat,Surat,Sub Mandi,Onion,Red,1093,1404,1223.5,Quintal,32.66,B,1.93,8
2024-03-07,Uttar Pradesh,Kanpur,Agro Market,Potato,Kufri Jyoti,1066,1457,1307.5,Quintal,51.06,C,1.45,2
2024-01-13,Uttar Pradesh,Lucknow,Agro Market,Tomato,Hybrid,825,1087,985.0,Quintal,22.16,B,1.9,15
2024-05-05,Uttar Pradesh,Lucknow,Sub Mandi,Maize,White,1072,1344,1218.0,Quintal,13.51,B,1.84,6
2024-04-17,Punjab,Patiala,Sub Mandi,Wheat,Sharbati,825,1155,958.0,Quintal,57.51,A,2.86,11
2024-01-06,Punjab,Patiala,Wholesale Yard,Potato,Kufri Jyoti,990,1249,1099.5,Quintal,57.02,A,2.28,6
2024-05-05,Gujarat,Surat,Agro Market,Onion,Red,984,1280,1153.0,Quintal,94.53,C,1.17,14
2024-01-29,Karnataka,Bangalore,Sub Mandi,Onion,Red,927,1158,1059.5,Quintal,79.55,C,2.97,4
2024-06-27,Karnataka,Hubli,Agro Market,Maize,White,924,1092,1031.0,Quintal,99.63,B,1.15,14
2024-06-13,Uttar Pradesh,Lucknow,Wholesale Yard,Onion,Pink,1101,1201,1186.0,Quintal,69.0,B,2.89,7
2024-06-17,Maharashtra,Nagpur,Agro Market,Sugarcane,CO 86032,1114,1305,1173.5,Quintal,47.75,A,1.72,4
2024-02-14,Punjab,Amritsar,Wholesale Yard,Potato,Chipsona,1081,1323,1182.0,Quintal,47.99,A,2.51,4
2024-03-19,Karnataka,Hubli,Main Mandi,Sugarcane,CO 0238,1098,1435,1235.5,Quintal,75.4,C,1.0,2
2024-03-04,Punjab,Ludhiana,Agro Market,Wheat,Lokwan,814,999,951.5,Quintal,26.29,C,1.46,10
2024-01-19,Punjab,Patiala,Main Mandi,Potato,Chipsona,1091,1260,1142.5,Quintal,10.34,C,1.19,7
2024-05-08,Punjab,Amritsar,Wholesale Yard,Wheat,Sharbati,1104,1263,1198.5,Quintal,29.52,B,2.71,2
2024-05-09,Gujarat,Ahmedabad,Agro Market,Rice,Sona Masoori,936,1243,1089.5,Quintal,29.27,A,1.38,2
2024-02-22,Maharashtra,Nashik,Agro Market,Maize,White,965,1147,1094.0,Quintal,78.53,B,1.15,5
2024-06-06,Karnataka,Hubli,Main Mandi,Rice,Kolam,1076,1413,1245.5,Quintal,62.43,A,1.05,12
